1.379540	1.860670	1.676258	0.852827	0.418831	-0.088616	0.040419	0.064092	0.222157	0.124612	0.082163	-0.024250	
1.661187	1.995091	1.076181	-0.324409	-0.476837	-0.157817	0.608077	0.822387	0.461786	-0.008788	-0.147594	-0.259087	
1.579900	1.975036	1.245443	0.040763	-0.510438	-0.559563	-0.100325	0.093978	0.025789	-0.108727	-0.016052	-0.153531	
1.236690	1.729681	1.863895	1.400019	1.279646	0.762629	0.590528	0.237867	0.073434	-0.092218	-0.103061	-0.073184	
1.257528	1.738393	1.742090	1.085685	0.831230	0.252053	0.081996	-0.098102	-0.233035	-0.323349	-0.173600	-0.165073	
1.371416	1.659627	1.233567	0.367054	0.464304	0.692043	1.139012	1.089654	0.509466	-0.194733	-0.537798	-0.304788	
1.333714	1.846166	1.763682	1.120784	0.613503	-0.054627	-0.426347	-0.652469	-0.652574	-0.504904	-0.171903	-0.202933	
1.257276	1.633605	1.510932	0.833225	1.325816	1.343710	1.416830	0.767025	-0.119356	-0.426453	-0.203563	-0.090460	
1.211882	1.603906	1.613452	1.003210	0.911747	0.507287	0.703959	0.576747	0.554889	0.304476	0.205250	0.050885	
1.719874	1.854022	0.665918	-0.841816	-0.482948	0.344725	1.368964	1.528132	0.645755	-0.169467	-0.472439	-0.461864	
1.422417	1.859718	1.502583	0.522114	-0.054640	-0.609760	-0.606937	-0.417708	-0.305526	-0.206104	-0.071034	-0.142394	
1.067734	1.395675	1.601714	1.267803	1.437019	1.155931	1.204352	0.898783	0.767434	0.568850	0.386389	0.127288	
0.826560	1.543555	2.687293	1.080704	0.362409	1.212940	0.757582	-0.882245	0.104853	-0.389631	-0.174853	-0.159154	
1.346789	1.776258	1.380226	0.651997	1.200100	1.376494	1.771748	1.598652	0.814886	0.055046	-0.149388	-0.084243	
1.413259	1.833781	1.469475	0.567897	-0.221047	-0.905660	-1.244178	-1.235542	-1.070871	-0.704372	-0.244982	-0.192968	
1.234656	1.518529	1.351124	1.062333	1.897917	2.072652	2.138449	1.011635	0.257516	-0.209141	0.131917	0.114347	
1.517494	1.963358	1.509712	0.397451	-0.098835	-0.267924	0.284333	0.497333	0.715449	0.549465	0.382867	0.080354	
1.525960	1.828434	1.177474	-0.049918	-0.074117	0.115490	1.076170	1.221270	1.061862	0.404411	0.003329	-0.163687	
1.843075	2.352000	1.332174	-0.670389	-0.842974	-1.200260	-0.366215	0.179825	-0.377887	-0.367688	-0.076678	-0.192730	
1.149259	1.570046	1.693324	1.360568	1.592716	1.265263	1.215345	0.756837	0.412212	0.063078	0.072499	0.037213	
1.355958	1.999089	2.173889	1.621384	1.371496	0.557524	0.107584	-0.341981	-0.625340	-0.520869	-0.190808	-0.222006	
1.663050	1.922847	1.376779	-0.843851	0.693211	1.047661	1.141361	1.977053	0.249538	-0.324110	-0.506078	-0.448904	
1.490997	2.121044	2.068914	1.333621	0.752998	-0.119628	-0.773891	-0.981815	-1.144385	-0.845580	-0.239032	-0.266165	
0.583631	1.843967	1.776026	0.344930	1.374981	2.149531	1.168837	0.380598	1.013956	-0.744872	0.185335	-0.028813	
0.931830	1.166829	1.508073	0.868186	1.502488	0.720700	1.414663	0.601353	1.261692	0.189969	0.312704	0.105673	
1.487402	1.694194	0.953609	-0.068266	0.251544	0.799832	1.742666	1.740150	1.122491	0.095034	-0.335148	-0.304780	
1.554068	2.034227	1.498503	0.249553	-0.484194	-1.157521	-1.036076	-0.714386	-0.614213	-0.385015	-0.106834	-0.130264	
1.045873	1.357421	1.638995	1.293126	1.835206	1.506081	1.856254	1.167929	1.015980	0.453106	0.395050	0.172999	
0.874594	1.879568	2.049078	0.830276	1.838656	0.605690	0.733211	0.008834	0.498164	-0.653131	-0.021955	-0.054550	
1.546614	1.751217	1.023557	0.026303	1.415475	1.956388	2.079212	1.762426	0.269211	-0.260390	-0.316960	-0.153165	
1.634479	2.145077	1.638785	0.193992	-0.573622	-1.271482	-1.664856	-1.329495	-1.441309	-1.078916	-0.273685	-0.207302	
1.492640	1.528386	0.834702	0.585668	2.379071	2.755841	2.478883	1.087736	-0.202237	-0.413934	-0.068180	0.145500	
